#
#"Secondary Electron Energy @ Incident Angle 0° / eV"	"Elastic [Real]"
#---------------------------------------------------------------------
0.0000000000000	0.0000000000000
0.10010010004044	0.0000000000000
0.20020020008087	0.0000000000000
0.30030030012131	0.0000000000000
0.40040040016174	0.0000000000000
0.50050050020218	0.0000000000000
0.60060060024261	0.0000000000000
0.70070070028305	0.0000000000000
0.80080080032349	0.0000000000000
0.90090090036392	0.0000000000000
1.0010010004044	0.0000000000000
1.1011011600494	0.0000000000000
1.2012012004852	0.0000000000000
1.3013013601303	0.0000000000000
1.4014014005661	0.0000000000000
1.5015015602112	0.0000000000000
1.6016016006470	0.0000000000000
1.7017017602921	0.0000000000000
1.8018018007278	0.0000000000000
1.9019019603729	0.0000000000000
2.0020020008087	0.0000000000000
2.1021020412445	0.0000000000000
2.2022023200989	0.0000000000000
2.3023023605347	0.0000000000000
2.4024024009705	0.0000000000000
2.5025024414062	0.0000000000000
2.6026027202606	0.0000000000000
2.7027027606964	0.0000000000000
2.8028028011322	0.0000000000000
2.9029028415680	0.0000000000000
3.0030031204224	0.0000000000000
3.1031031608582	0.0000000000000
3.2032032012939	0.0000000000000
3.3033032417297	0.0000000000000
3.4034035205841	0.0000000000000
3.5035035610199	0.0000000000000
3.6036036014557	0.0000000000000
3.7037036418915	0.0000000000000
3.8038039207458	0.0000000000000
3.9039039611816	0.0000000000000
4.0040040016174	0.0000000000000
4.1041040420532	0.0000000000000
4.2042040824890	0.0000000000000
4.3043041229248	0.0000000000000
4.4044046401978	0.0000000000000
4.5045046806335	0.0000000000000
4.6046047210693	0.0000000000000
4.7047047615051	0.0000000000000
4.8048048019409	0.0000000000000
4.9049048423767	0.0000000000000
5.0050048828125	0.0000000000000
5.1051049232483	0.0000000000000
5.2052054405212	0.0000000000000
5.3053054809570	0.0000000000000
5.4054055213928	0.0000000000000
5.5055055618286	0.0000000000000
5.6056056022644	0.0000000000000
5.7057056427002	0.0000000000000
5.8058056831360	0.0000000000000
5.9059057235718	0.0000000000000
6.0060062408447	0.0000000000000
6.1061062812805	0.0000000000000
6.2062063217163	0.0000000000000
6.3063063621521	0.0000000000000
6.4064064025879	0.0000000000000
6.5065064430237	0.0000000000000
6.6066064834595	0.0000000000000
6.7067065238953	0.0000000000000
6.8068070411682	0.0000000000000
6.9069070816040	0.0000000000000
7.0070071220398	0.0000000000000
7.1071071624756	0.0000000000000
7.2072072029114	0.0000000000000
7.3073072433472	0.0000000000000
7.4074072837830	0.0000000000000
7.5075073242188	0.0000000000000
7.6076078414917	0.0000000000000
